main_office,school_name,school_type1,school_type2,school_type3,남여,기숙사제공여부,통학버스제공여부,교장실,교무실,행정실,취업지도실,FAX,홈페이지,우편번호,주소,상세주소
전라남도교육청,순천공업고등학교,특성화고,공업,공립,남,미입력,미입력,061-721-5982,061-721-5972,061-721-7585,061-729-0731,061-721-7277,sungong.hs.jne.kr,57950,전라남도 순천시 유동길 50,순천공업고등학교
전라남도교육청,순천미래과학고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-750-2600,061-750-2513,061-750-2500,061-750-2582,061-752-7312,scfuture.hs.jne.kr,540813,전라남도 순천시 서면 순천로,86
전라남도교육청,순천청암고등학교,특성화고,상업·정보,사립,여,미입력,미입력,061-740-6701,061-740-6700,061-740-6767,061-740-6761,061-743-0030,sca.hs.jne.kr,57997,전라남도 순천시 녹색로 1641-1,순천청암고등학교
전라남도교육청,순천효산고등학교,특성화고,상업·정보,사립,남녀공학,제공,제공,061-750-9502,061-750-9520,061-750-9500,061-750-9575,061-751-4115,hyosan.hs.jne.kr,540957,전라남도 순천시 용당동 삼산로,104
전라남도교육청,신안해양과학고등학교,특성화고,수산·해운,공립,남녀공학,미입력,미입력,061-271-4171,061-271-4161,061-271-4151,061-271-7672,061-271-8199,shinanmarine.hs.jne.kr,535815,전라남도 신안군 압해읍 구항길,41
전라남도교육청,안좌고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,061-262-7075,061-262-7076,061-262-7014,061-262-7076,061-262-7814,anjwa.hs.jne.kr,535843,전라남도 신안군 안좌면 중부로,790-7
전라남도교육청,여수공업고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,061-660-2501,061-660-2504~5,061-660-2507,061-660-2533,061-662-2566,yeosu-th.hs.jne.kr,550815,전라남도 여수시 동산동 군자길,75
전라남도교육청,여수석유화학고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,061-688-0700,061-688-0710,061-688-0720,061-688-0765,061-688-0709,yspetchem.hs.jne.kr,555110,전라남도 여수시 화장동 대통1길,45
전라남도교육청,여수정보과학고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,061-650-6237,061-650-6222,061-650-6211,061-650-6296,061-651-0786,yosuis.hs.jne.kr,550817,전라남도 여수시 문수동 여문2로,148
전라남도교육청,여수해양과학고등학교,특성화고,수산·해운,공립,남녀공학,미입력,미입력,061-644-0209,061-644-0208,061-644-0207,061-640-0871,061-644-1794,ym-s.hs.jne.kr,556901,전라남도 여수시 돌산읍 돌산로,1201-18
전라남도교육청,영광공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-872-0001,061-872-0055,061-872-0010,061-872-0051 ~ 0053,061-872-0070,yeongkwang.hs.jne.kr,57036,전라남도 영광군 영광읍 월현로 34,전라남도 영광군 영광읍 월현로 34
전라남도교육청,영광전자고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-353-1767,061-352-9662,061-352-9661,061-352-9662,061-353-9799,ykelec.hs.jne.kr,57066,전라남도 영광군 염산면 칠산로 98-27,영광전자고등학교
전라남도교육청,완도수산고등학교,마이스터고,수산·해운,공립,남녀공학,미입력,미입력,061-550-0700,061-552-3372,061-552-2393,061-550-0770,061-553-3157,wandosugo.hs.jne.kr,537801,전라남도 완도군 완도읍 장보고대로,141
전라남도교육청,장성하이텍고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,061-399-5610,061-399-5600,061-399-5620,061-399-5632,061-392-5914,jangseongv.hs.jne.kr,515805,전라남도 장성군 장성읍 단풍로,72
전라남도교육청,전남기술과학고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-370-7508,061-370-7500,061-370-7501,061-370-7533,061-374-7580,jts.hs.jne.kr,519950,전라남도 화순군 화순읍 실고길,44
전라남도교육청,전남미래자동차고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-863-3540,061-863-2991,061-863-2993,070-4287-4545,061-863-8452,jeongnamjin.hs.jne.kr,529803,전라남도 장흥군 장흥읍 행원강변길,8 전남미래자동차고등학교
전라남도교육청,전남미용고등학교,특성화고,가사·실업,공립,남녀공학,제공,미제공,061-332-1183,061-332-1182,061-332-1181,061-338-8980,061-333-4999,jn-beauty.hs.jne.kr,520240,전라남도 나주시 영산동 영산포로,182-9
전라남도교육청,전남보건고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,061-323-1177,061-323-8363,061-323-8368,061-323-8363,061-323-7484,jnmds.hs.jne.kr,525884,전라남도 함평군 월야면 문화로,685-18
전라남도교육청,전남생명과학고등학교,마이스터고,농생명,공립,남녀공학,미입력,미입력,061-430-6201,061-430-6200,061-430-6294,061-430-6258,061-434-4218,jn-life.hs.jne.kr,59222,전라남도 강진군 강진읍 교촌길 23,-
전라남도교육청,전남에너지고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-472-9163,061-472-9159,061-472-9158,061-472-9159,061-472-7183,shinbuket.hs.jne.kr,526813,전라남도 영암군 신북면 황금동로,16-13
전라남도교육청,전남자연과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,061-782-2689,061-782-2691,061-782-2690,061-782-9147,061-782-4563,jns.hs.jne.kr,542805,전라남도 구례군 구례읍 구례로,409
전라남도교육청,전남조리과학고등학교,특성화고,가사·실업,공립,남녀공학,제공,미제공,061-360-2201,061-360-2220,061-360-2210,061-360-2240,061-363-0743,gokseong.hs.jne.kr,516801,전라남도 곡성군 곡성읍 학교로,71
전라남도교육청,진도실업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,061-544-2168,061-544-2340,061-544-2026,061-544-2088,061-544-4456,jindosilgo.hs.jne.kr,539801,전라남도 진도군 진도읍 교동3길,10
전라남도교육청,진성여자고등학교,특성화고,상업·정보,사립,여,미입력,미입력,061-640-2101,061-640-2103,061-640-2154,061-640-2114,061-641-6896,jsg.hs.jne.kr,550160,전라남도 여수시 봉강동 봉강서4길,3
전라남도교육청,한국말산업고등학교,특성화고,농생명,공립,남녀공학,제공,미제공,061-860-8001,061-860-8022,061-860-8012,061-860-8031,061-867-2598,korhorse.hs.jne.kr,529902,전라남도 장흥군 대덕읍 도청신월로,155
전라남도교육청,한국항만물류고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,061-797-0301,061-797-0308,061-797-0304,061-797-0330,061-797-0390,kpl.hs.jne.kr,545841,전라남도 광양시 진상면 신시길,177
전라남도교육청,해남공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-535-4407,061-535-4408,061-535-4404,061-536-9003,061-536-9013,haenam-tech.hs.jne.kr,536805,전라남도 해남군 해남읍 남외2길,7
전라남도교육청,호남원예고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,061-331-7436,061-331-7314,061-331-7665,070-8894-2299,061-331-7315,honamh.hs.jne.kr,520824,전라남도 나주시 금천면 영산로,5691
경상북도교육청,강구정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,054-733-3941,054-733-3942,054-733-3944,07050122607,054-512-7888,school.gyo6.net/ganggu-ch,766824,경상북도 영덕군 강구면 신강구1길,45-5
경상북도교육청,경북골프경영고등학교,특성화고,상업·정보,사립,여,제공,미제공,054-873-5492,054-872-3554,054-872-3455,054-872-3554,054-874-0161,cst.school.gyo6.net,763841,경상북도 청송군 부남면 대전로,66
경상북도교육청,경북과학기술고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-429-0501,054-429-0550,054-429-0500,054-429-0583,054-431-5002,school.gyo6.net/gsths,740862,경상북도 김천시 아포읍 아포대로,1053
경상북도교육청,경북관광비즈니스고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,054-787-8316,054-787-2007,054-787-5107,054-787-2007,054-787-7330,school.gyo6.net/phhs,36366,경상북도 울진군 평해읍 평해7길 61-3,.
경상북도교육청,경북기계금속고등학교,특성화고,공업,공립,남,제공,미제공,053-859-3830,053-859-3815,053-859-3800,053-859-3877,053-859-3879,school.gyo6.net/gbgigo,712852,경상북도 경산시 자인면 일연로,93
경상북도교육청,경북기계명장고등학교,특성화고,공업,공립,남,미입력,미입력,054-972-1383,054-972-2461,054-972-2460,054-972-7785,070-8280-1414,school.gyo6.net/gbmmhs,39864,경상북도 칠곡군 지천면 신동로 99,경북기계명장고등학교
경상북도교육청,경북드론고등학교,특성화고,공업,공립,남녀공학,제공,미제공,054-370-9330,054-370-9300,054-370-9331,054-370-9381,054-371-4529,school.gyo6.net/cdehs,38309,경상북도 청도군 풍각면 헐티로 185,경북드론고등학교
경상북도교육청,경북바이오마이스터고등학교,마이스터고,농생명,공립,남녀공학,미입력,미입력,054-332-0122,054-332-0474,054-332-0034,054-332-5044,054-332-5042,school.gyo6.net/gfsm,38804,경상북도 영천시 신녕면 찰방길 8,경북바이오마이스터고등학교
경상북도교육청,경북생활과학고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,054-474-2590,054-474-2591,054-474-2593,054-4754-5756,054-474-2594,school.gyo6.net/gbds,39154,경상북도 구미시 해평면 강동로 1654,경북생활과학고등학교
경상북도교육청,경북세무고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,054-243-2201,054-243-2203,054-246-6056,054-250-6556,054-244-3133,school.gyo6.net/gts,791824,경상북도 포항시 북구 기계면 기계로,218
경상북도교육청,경북소프트웨어마이스터고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-832-2902,054-832-2903,054-832-2900,054-832-2903,054-833-2877,www.gbsw.hs.kr,37362,경상북도 의성군 봉양면 봉호로 14,(경북소프트웨어마이스터고등학교)
경상북도교육청,경북자연과학고등학교,특성화고,농생명,사립,남녀공학,미입력,미입력,054-531-0049,054-532-3911,054-532-3910,,054-534-2537,school.gyo6.net/gbns,37266,경상북도 상주시 공성면 문화마을길 23,.
경상북도교육청,경북조리과학고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,054-572-0303,054-572-0300~1,054-572-0302,070-4675-2869,054-572-1303,school.gyo6.net/mgtour,36915,경상북도 문경시 문경읍 향교길 20,경북조리과학고등학교
경상북도교육청,경북하이텍고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,054-842-5401,054-842-8300,054-852-0505,070-4612-8058,054-842-5402,school.gyo6.net/andong-techs,760904,경상북도 안동시 태화동 경동로,404
경상북도교육청,경북항공고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,054-636-2703,054-636-2702,054-636-2701,054-636-2702,054-636-2704,school.gyo6.net/gag/main.do,36023,경상북도 영주시 풍기읍 금계로 90,경북항공고등학교
경상북도교육청,경북휴먼테크고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,054-333-3613,054-333-3612,054-333-3611,054-333-4369,054-333-6421,gumho.hs.kr,770802,경상북도 영천시 금호읍 교대길,8-18
경상북도교육청,경산제일고등학교,특성화고,상업·정보,사립,여,미입력,미입력,053-857-2350,"053-857-2352, 857-2306, 857-7177,857-6368,856-1344","053-857-2351, 857-3199","교내회선번호7177, 0680",053-856-2234,gnc.school.gyo6.net,712853,경상북도 경산시 자인면 원효로,851-16번지
경상북도교육청,경주공업고등학교,특성화고,공업,공립,남녀공학,제공,미제공,054-778-7801,054-778-7819,054-778-7800,054-778-7835(~7),054-778-7894,school.gyo6.net/kjth/main.do,38168,경상북도 경주시 금성로 209,(사정동 70)
경상북도교육청,경주디자인고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-745-3744,054-745-3718,054-745-3713,054-745-3719,054-745-3717,school.gyo6.net/godesign,780921,경상북도 경주시 현곡면 용담로,694
경상북도교육청,경주여자정보고등학교,특성화고,가사·실업,사립,여,미입력,미입력,054-746-1302,054-746-0081~2,054-746-1301,070-4354-5486~7,054-745-1660,school.gyo6.net/newschool/main.do,38200,경상북도 경주시 시동로 90,경주여자정보고등학교
경상북도교육청,경주정보고등학교,특성화고,상업·정보,사립,남,미입력,미입력,054-742-8966,054-742-8963,054-742-8965,070-4609-6862,054-771-3888,internet.hs.kr,780972,경북 경주시 충효동,충효7길 19
경상북도교육청,구미여자상업고등학교,특성화고,상업·정보,공립,여,미입력,미입력,054-452-2759,054-452-2758,054-452-2757,054-601-7049,054-601-7050,gys.school.gyo6.net,730926,경상북도 구미시 형곡동 형곡로,38길 9-14
경상북도교육청,구미전자공업고등학교,마이스터고,공업,국립,남녀공학,미입력,미입력,054-470-3701,054-470-3809,054-470-3810,054-470-3772,054-473-3261,school.gyo6.net/gnet,39387,경상북도 구미시 임수로 48,(임수동)
경상북도교육청,구미정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,054-475-3611,054-475-3612,054-475-3600,054-475-3679,054-475-3617,school.gyo6.net/gumi-infohs,39427,경상북도 구미시 검성로 143,구미정보고등학교
경상북도교육청,금오공업고등학교,마이스터고,공업,공립,남,미입력,미입력,054-461-1684,054-461-1683,054-461-1681,054-460-0635,054-461-1691,koths.school.gyo6.net,730901,경상북도 구미시 공단동 구미대로30길,59
경상북도교육청,김천생명과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,054-420-5100,054-420-5140,054-420-5116,054-420-5103,054-437-2118,school.gyo6.net/gcbshs,740160,경상북도 김천시 교동 부거리길,310
경상북도교육청,명인고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,054-932-1233,054-933-1080,054-932-1011,054-933-1080,054-933-7246,myin.hs.kr,719832,경상북도 성주군 선남면 도성2길,4 (1111-1번지)
경상북도교육청,문경공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-550-1501,054-550-1510,054-550-1562,054-550-1556,054-554-1786,mungyeong-th.school.gyo6.net,745885,경상북도 문경시 점촌동 영신로,65
경상북도교육청,삼성생활예술고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,054-748-2027,054-748-2730,054-748-2047,070-7113-7651,054-748-2089,beauty-samseong.school.gyo6.net/,780851,경상북도 경주시 내남면 이조중앙길,삼성생활예술고등학교
경상북도교육청,상산전자고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-532-1517,054-532-1515,054-532-1516,054-531-1512,054-535-4586,school.gyo6.net/sangsanhs,37159,경상북도 상주시 상산로 430,상산전자고등학교
경상북도교육청,상주공업고등학교,특성화고,공업,사립,남,미입력,미입력,054-532-3413,054-532-3416,054-532-3412,054-532-3612,054-532-3612,school.gyo6.net/sanggong,742704,경상북도 상주시 낙양동 낙양1길,29
경상북도교육청,상지미래경영고등학교,특성화고,상업·정보,사립,여,미입력,미입력,054-541-3080,054-541-3082,054-541-3081,054-541-2480,054-541-5896,school.gyo6.net/sangjihs,742804,경상북도 상주시 함창읍 함창중앙로,176번지
경상북도교육청,신라공업고등학교,특성화고,공업,사립,남,미입력,미입력,070-5105-0600,070-5105-0606,070-5105-0604,070-5105-0617,054-774-7767,silla.hs.kr,780872,경상북도 경주시 천북면 천북로,41-21
경상북도교육청,안강전자고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-761-6353,070-7113-7739,054-761-2005,054-761-9943,054-761-0771,school.gyo6.net/anganghs/main.do,780807,경상북도 경주시 안강읍 안강중앙로,269
경상북도교육청,영천전자고등학교,특성화고,공업,사립,남녀공학,제공,제공,054-337-3501,054-337-3505,054-337-3502,054-337-1636,054-337-3503,school.gyo6.net/yeongcheon-e,770832,경상북도 영천시 화남면 천문로,1709
경상북도교육청,예일메디텍고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,,054-858-8052,054-858-8051,,054-858-0391,school.gyo6.net/yalemhs,36747,경상북도 안동시 예일길 85,예일메디텍고등학교
경상북도교육청,울릉고등학교,특성화고,수산·해운,공립,남녀공학,미입력,미입력,054-791-2735,054-791-2734,054-791-2736,054-791-2734,054-791-0322,school.gyo6.net/ul,799802,경상북도 울릉군 울릉읍 울릉순환로,236
경상북도교육청,의성유니텍고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-832-0070,054-832-0069,054-832-0068,054-832-2545,054-834-5822,school.gyo6.net/ustechhs,769803,경상북도 의성군 의성읍 문소1길,164 의성유니텍고등학교
경상북도교육청,포항과학기술고등학교,특성화고,가사·실업,공립,남녀공학,제공,미제공,054-276-2464,054-276-5046,054-276-2555,054-284-0242,054-278-0242,school.gyo6.net/psths,790802,경상북도 포항시 남구 구룡포읍 호미로,341
경상북도교육청,포항보건고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,054-243-3201,054-243-3202,054-243-3203,,054-243-3205,school.gyo6.net/gbnursinghs/main.do,37507,경상북도 포항시 북구 죽장면 일광길 2,포항보건고등학교
경상북도교육청,포항여자전자고등학교,특성화고,공업,공립,여,미입력,미입력,054-240-6801,054-240-6800,054-240-6811,054-240-6871,054-240-6870,school.gyo6.net/pgeh,37644,경상북도 포항시 북구 용흥로291번길 19,포항여자전자고등학교
경상북도교육청,포항제철공업고등학교,마이스터고,공업,사립,남,제공,미제공,054-279-4601,054-279-4611,054-279-4613,054-279-4648,054-279-4689,school.gyo6.net/pocheoltechhs,790834,경상북도 포항시 남구 지곡동 지곡로,150
경상북도교육청,포항흥해공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,054-261-4038,054-261-1122,054-261-1121,054-262-3337,054-262-3659,school.gyo6.net/heunghae-th,791948,경상북도 포항시 북구 흥해읍 동해대로1475번길,42
경상북도교육청,한국국제조리고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,054-634-3622,054-634-3623,054-634-3621,054-716-2672,054-634-3626,www.kic.hs.kr,36167,경상북도 영주시 영봉로 28,한국국제조리고등학교
경상북도교육청,한국국제통상마이스터고등학교,마이스터고,상업·정보,공립,남녀공학,제공,제공,054-744-3634,070-4107-0523,054-744-3631,054-775-3454,054-744-3632,gampohs.school.gyo6.net/,38125,경상북도 경주시 감포읍 감포로12길 20,한국국제통상마이스터고등학교
경상북도교육청,한국미래농업고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,054-532-4304,054-533-4080,054-533-4081,054-533-4080,054-531-1151,school.gyo6.net/kfa,37271,경상북도 상주시 모동면 덕곡1길 13,한국미래농업고등학교
경상북도교육청,한국미래산업고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,054-630-7500,054-630-7521,054-630-7511,054-630-7522,054-630-7598,school.gyo6.net/kfi/main.do,750913,경상북도 영주시 하망동 영봉로,49
경상북도교육청,한국산림과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,054-672-2501,054-673-3068,054-672-3011,054-672-1106,054-673-3065,school.gyo6.net/korea-forest/,36213,경상북도 봉화군 춘양면 서원촌길 8-14,한국산림과학고등학교
경상북도교육청,한국생명과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,054-840-2501,054-840-2550,054-840-2560,054-840-2541,054-840-2540,hansaenghs.kr,760310,경상북도 안동시 옥동 하이마로,385
경상북도교육청,한국원자력마이스터고등학교,마이스터고,공업,공립,남,미입력,미입력,054-789-8080,054-789-8000,054-789-8001,054-789-8020,054-789-8025,school.gyo6.net/pyth/main.do,767901,경상북도 울진군 평해읍 월송정로,422
경상북도교육청,한국조리명장고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,054-956-3042,054-956-3042,054-956-3044,054-956-3043,054-956-3046,school.gyo6.net/goryeong,717804,경상북도 고령군 고령읍 우륵로,63번지
경상북도교육청,한국철도고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,054-634-5772,054-634-5774,054-634-5771,054-634-5774,054-632-6590,school.gyo6.net/railhs,36094,경상북도 영주시 이산로 31,한국철도고등학교
경상북도교육청,한국펫고등학교,특성화고,농생명,사립,남녀공학,미입력,미입력,054-673-2813,054-673-2811,054-673-2812,054-673-7090,054-673-2814,school.gyo6.net/koreapet,755806,경상북도 봉화군 봉화읍 내성천1길,18
경상북도교육청,한국해양마이스터고등학교,마이스터고,수산·해운,공립,남녀공학,미입력,미입력,054-252-0110,054-252-0111,054-252-0112,070-4088-9344,054-252-0204,school.gyo6.net/haema,791290,경북 포항시 북구 여남동,여남포길 21번길 18
경상북도교육청,효청보건고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,054-773-0947,054-773-0734,054-773-0033,054-624-0737,054-746-4637,hyochung.hs.kr,780825,경상북도 경주시 외동읍 모화남1길,26-132
경상남도교육청,거제공업고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,055-630-9001,055-630-9012,055-630-9005,055-630-9029,055-630-9052,geoje-th-h.gne.go.kr,53257,경상남도 거제시 계룡로11길 63,거제공업고등학교
경상남도교육청,거제여자상업고등학교,특성화고,상업·정보,공립,여,미입력,미입력,055-633-0980,055-633-0982~5,055-633-0981,055-633-0982~5(내선265번),055-633-3876,ggch.hs.kr,53286,경상남도 거제시 거제면 동상3길 21,거제여자상업고등학교
경상남도교육청,거창승강기고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,055-943-4522,055-943-4523,055-943-4521,055-943-4523,055-943-4519,geochang-elev-h.gne.go.kr,50118,경상남도 거창군 가조면 마상3길 33-20,거창승강기고등학교
경상남도교육청,경남간호고등학교,특성화고,가사·실업,사립,남녀공학,제공,미제공,055-973-7832,055-973-7831,055-973-7832,055-973-7831,055-973-7828,kpn-h.gne.go.kr,666971,경남 산청군 생비량면 가계리,526-1
경상남도교육청,경남관광고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,055-270-7515,055-277-6871,055-277-5911,055-270-6573,055-277-7572,gntour-h.gne.go.kr/,51144,경상남도 창원시 의창구 사림로29번길 12,경남관광고등학교
경상남도교육청,경남로봇고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,055-582-8178,055-582-8503,055-582-8007,"055-587-7800,010-4910-1654",055-583-9187,www.gr.hs.kr,52011,경상남도 함안군 대산면 대산중앙로 102-2,경남로봇고등학교
경상남도교육청,경남산업고등학교,특성화고,가사·실업,공립,남녀공학,미제공,제공,055-639-2301,055-636-1801,055-636-1803,055-639-2357,055-636-1831,gni-h.gne.go.kr,53204,경상남도 거제시 하청면 서리1길 17,경남산업고등학교
경상남도교육청,경남자동차고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,055-758-6864,055-758-6714,055-758-6716,055-758-6865,055-758-1365,gnautomobile-h.gne.go.kr,52730,경상남도 진주시 진산로 378,(장재동 590)
경상남도교육청,경남자영고등학교,특성화고,농생명,공립,남녀공학,제공,제공,055-852-0222,055-852-0223,055-852-0224,055-853-4290,055-852-1430,gnjayeong-h.gne.go.kr,664932,경남 사천시 정동면 화암리,746-1 번지 경남자영고등학교
경상남도교육청,경남정보고등학교,특성화고,상업·정보,공립,남녀공학,미제공,미제공,055-761-8060,055-761-8061,055-761-8063,055-762-0661,055-761-8068,kninfo-h.gne.go.kr,660310,경상남도 진주시 호탄동 가호방아길,32 호탄동 884-2
경상남도교육청,경남항공고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,055-673-4561,055-673-4563,055-673-4564,070-5075-2858,055-674-0069,hanggong-h.gne.go.kr,638801,경상남도 고성군 고성읍 송학고분로,127
경상남도교육청,경남해양과학고등학교,특성화고,수산·해운,공립,남녀공학,미입력,미입력,055-867-0006,055-867-0225,055-867-0005,055-867-0225,055-867-4315,gnms-h.gne.go.kr/,52444,경상남도 남해군 삼동면 동부대로 1810,경남해양과학고등학교
경상남도교육청,경진고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,055-746-5225,055-746-1522,055-746-1521,055-748-0462,055-746-1524,gyeongjin-h.gne.go.kr,660050,경상남도 진주시 상봉동 의병로71번길,3-21
경상남도교육청,공군항공과학고등학교,마이스터고,공업,국립,남녀공학,미입력,미입력,,055-750-2141,055-750-2132,,,www.airforce.mil.kr/user/indexMain.action?siteId=kokyo,660923,경상남도 진주시 금산면 송백로,공군교육사령부 사서함 306-3 공군 항공과학고등학교
경상남도교육청,김해건설공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,055-340-7410,"055-340-7420~7424,7435,7495",055-340-7401~7408,055-340-7490~7493,055-325-8042,ghgeonseol-h.gne.go.kr,621900,경상남도 김해시 구산동 구지로,109
경상남도교육청,김해생명과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,055-720-0011,055-720-0001,055-720-0000,055-720-0087,055-720-0007,kimhae-agh-h.gne.go.kr,50894,경상남도 김해시 금관대로 1239,김해생명과학고등학교
경상남도교육청,김해한일여자고등학교,특성화고,상업·정보,사립,여,미입력,미입력,070-7860-7300,070-7860-7312,070-7860-7301,070-7860-7391,055-902-1022,khanil-h.gne.go.kr,50824,경상남도 김해시 삼안로112번길 1,김해한일여자고등학교
경상남도교육청,남해정보산업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,055-862-3933,055-862-3214,055-862-3123,055-862-2048,055-862-2060,namhaei-h.gne.go.kr/namhaei-h/main.do,52404,경상남도 남해군 고현면 탑동로 46,남해정보산업고등학교
경상남도교육청,마산공업고등학교,특성화고,공업,사립,남,미입력,미입력,055-255-6722,055-255-1315,055-255-1314,055-292-9536,055-294-8864,magong-h.gne.go.kr,630520,경남 창원시 마산회원구 합성동,학교단지로 53
경상남도교육청,밀성제일고등학교,특성화고,상업·정보,사립,여,미입력,미입력,,055-353-5204,055-353-5203,070-5020-6832,055-355-3007,msji-h.gne.go.kr/,627803,경남 밀양시 내이동,밀양대로 2078(내이동)
경상남도교육청,사천여자고등학교,특성화고,상업·정보,사립,여,미입력,미입력,055-852-2611,055-852-2612,055-852-2614,055-852-0902,055-852-0903,scgh-h.gne.go.kr,664808,경상남도 사천시 사천읍 옥산로,47 번지
경상남도교육청,삼가고등학교,일반고(종합고),가사·실업,공립,남녀공학,미입력,미입력,055-932-4698,055-932-4695,055-932-6497,,055-932-4697,samga-h.gne.go.kr,50219,경상남도 합천군 삼가면 봉두길 5,삼가고등학교
경상남도교육청,삼천포공업고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,055-834-8600,055-834-8601,055-834-8602,055-834-8608,055-835-8615,samgong-h.gne.go.kr,52561,경상남도 사천시 신항로 63,(동금동 45-1)
경상남도교육청,선명여자고등학교,특성화고,상업·정보,사립,여,미입력,미입력,055-747-9598,055-747-5492,055-747-5490,055-747-5491,055-747-8925,sunmyung-h.gne.go.kr,52651,경상남도 진주시 남강로 51-25,(평거동)
경상남도교육청,신반정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,055-574-9214,055-574-6415,055-574-6414,055-574-6415,055-574-6467,sinban-h.gne.go.kr,636964,경남 의령군 부림면 신반리,한지 28길 8
경상남도교육청,양산인공지능고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,055-781-2982,055-781-2971,055-781-2972,070-4870-3703,055-781-2984,ysai-h.gne.go.kr/ysai-h/main.do,50639,경상남도 양산시 동면 금오2길 24,양산인공지능고등학교
경상남도교육청,진영제일고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,055-343-5410,055-343-5412,055-343-5411,055-343-5412,055-343-2584,jyjeil-h.gne.go.kr,50864,경상남도 김해시 진영읍 진영로265번길 9-4,진영제일고등학교
경상남도교육청,진주기계공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,055-790-1500,055-752-1803,055-752-1801,055-790-1521,055-757-3143,jinju-mt-h.gne.go.kr,52807,경상남도 진주시 공단로43번길 25,진주기계공업고등학교
경상남도교육청,창녕슈퍼텍고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,055-532-3251,055-532-3253,055-532-3252,070-8890-5972,055-532-3259,cnsupertech-h.gne.go.kr/,50331,경상남도 창녕군 창녕읍 남창녕로 36,창녕슈퍼텍고등학교
경상남도교육청,창녕여자고등학교,일반고(종합고),가사·실업,사립,여,미입력,미입력,055-532-1318,055-532-1332,055-532-1331,055-533-5003,055-532-2543,changnyeongyeo-h.gne.go.kr,50330,경상남도 창녕군 창녕읍 신당길 30,창녕여자고등학교
